n.sim,N,Cab,Car,Anth,EWT,LMA,alpha,Cbrown,Cs,Prot,CBC,Cx,rho_thermal,tau_thermal,Vcmax25,BallBerrySlope,BallBerry0,Type,kV,Rdparam,Kn0,Knalpha,Knbeta,Tyear,beta,kNPQs,qLs,stressfactor,fqe,spectrum,rss,rs_thermal,cs,rhos,lambdas,SMC,BSMBrightness,BSMlat,BSMlon,LAI,hc,LIDFa,LIDFb,TypeLidf,leafwidth,hspot,Cv,crowndiameter,zo,d,Cd,rb,CR,CD1,Psicor,CSSOIL,rbs,rwc,z,Rin,Rli,Ta,p,ea,RH,u,Ca,Oa,startDate,endDate,LAT,LON,timezn,tts,tto,psi
1,1.5,60,10,1,0.009,0.012,40,0,0,0,0,0.1,0.01,0.01,60,8,0.01,C3,0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,3,2,-0.35,-0.15,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.64,2,410,209,18/06/2020,18/06/2021,51.55,5.55,1,30,0,0
